Ticket_ID,Priority_Level,Assigned_Severity,LLM_Severity,Resolution_Severity,Cluster_Severity,Fused_Severity,Inferred_Severity,Mismatch_Label
TKT-102417,Critical,2,0.73,0.25,0.5,0.54,2,0
TKT-102418,Medium,2,0.52,0.25,0.6499999999999999,0.46499999999999997,2,0
TKT-102419,Medium,2,0.2,0.7,0.6499999999999999,0.43999999999999995,2,0
TKT-102420,Low,2,0.2,0.25,0.5,0.275,1,0
TKT-102421,Low,2,0.52,0.25,0.35000000000000003,0.405,2,0
TKT-102422,Low,2,0.52,0.5,0.5,0.51,2,0
TKT-102423,High,2,0.56,0.5,0.5,0.53,2,0
TKT-102424,High,2,0.73,0.5,0.2,0.555,3,0
TKT-102425,Medium,2,0.54,0.25,0.6499999999999999,0.475,2,0
TKT-102426,Medium,2,0.52,0.5,0.5,0.51,2,0
TKT-102427,Critical,2,0.52,0.25,0.5,0.43500000000000005,2,0
TKT-102428,Low,2,0.2,0.5,0.8,0.41000000000000003,2,0
TKT-102429,Medium,2,0.73,0.95,0.35000000000000003,0.72,3,0
TKT-102430,Medium,2,0.2,0.7,0.35000000000000003,0.38,2,0
TKT-102431,Low,2,0.52,0.7,0.35000000000000003,0.54,2,0
TKT-102432,Critical,2,0.2,0.5,0.8,0.41000000000000003,2,0
TKT-102433,Low,2,0.73,0.85,0.8,0.78,4,1
TKT-102434,Low,2,0.92,0.7,0.8,0.8300000000000001,4,1
TKT-102435,High,2,0.73,0.5,0.2,0.555,3,0
TKT-102436,Low,2,0.52,0.5,0.8,0.5700000000000001,3,0
TKT-102437,Medium,2,0.54,0.7,0.6499999999999999,0.61,3,0
TKT-102438,High,2,0.2,0.5,0.5,0.35,2,0
TKT-102439,Medium,2,0.2,0.5,0.8,0.41000000000000003,2,0
TKT-102440,Medium,2,0.2,0.7,0.8,0.47000000000000003,2,0
TKT-102441,Low,2,0.54,0.7,0.2,0.52,2,0
TKT-102442,Medium,2,0.52,0.7,0.8,0.63,3,0
TKT-102443,Medium,2,0.2,0.95,0.35000000000000003,0.455,2,0
TKT-102444,Medium,2,0.73,0.85,0.6499999999999999,0.75,4,1
TKT-102445,Low,2,0.73,0.85,0.35000000000000003,0.69,3,0
TKT-102446,Medium,2,0.52,0.7,0.5,0.57,3,0
TKT-102447,Low,2,0.73,0.5,0.2,0.555,3,0
TKT-102448,Medium,2,0.73,0.5,0.5,0.615,3,0
TKT-102449,Low,2,0.2,0.5,0.5,0.35,2,0
TKT-102450,Low,2,0.73,0.7,0.2,0.615,3,0
TKT-102451,Low,2,0.54,0.85,0.8,0.685,3,0
TKT-102452,Low,2,0.52,0.25,0.35000000000000003,0.405,2,0
TKT-102453,High,2,0.2,0.95,0.2,0.42500000000000004,2,0
TKT-102454,High,2,0.2,0.5,0.6499999999999999,0.38,2,0
TKT-102455,Low,2,0.52,0.85,0.5,0.615,3,0
TKT-102456,Low,2,0.73,0.5,0.5,0.615,3,0
TKT-102457,Medium,2,0.73,0.7,0.5,0.6749999999999999,3,0
TKT-102458,Low,2,0.52,0.5,0.6499999999999999,0.54,2,0
TKT-102459,Low,2,0.52,0.95,0.35000000000000003,0.615,3,0
TKT-102460,Medium,2,0.54,0.85,0.8,0.685,3,0
TKT-102461,Medium,2,0.2,0.7,0.6499999999999999,0.43999999999999995,2,0
TKT-102462,Medium,2,0.76,0.5,0.6499999999999999,0.66,3,0
TKT-102463,Low,2,0.73,0.7,0.8,0.735,3,0
TKT-102464,Medium,2,0.2,0.5,0.2,0.29000000000000004,1,0
TKT-102465,Medium,2,0.2,0.7,0.35000000000000003,0.38,2,0
TKT-102466,Medium,2,0.52,0.5,0.8,0.5700000000000001,3,0
TKT-102467,Low,2,0.52,0.5,0.35000000000000003,0.48000000000000004,2,0
TKT-102468,Medium,2,0.2,0.5,0.35000000000000003,0.32,2,0
TKT-102469,Low,2,0.2,0.85,0.2,0.395,2,0
TKT-102470,Medium,2,0.54,0.85,0.5,0.625,3,0
TKT-102471,Medium,2,0.52,0.5,0.35000000000000003,0.48000000000000004,2,0
TKT-102472,Medium,2,0.73,0.25,0.5,0.54,2,0
TKT-102473,Critical,2,0.2,0.25,0.8,0.335,2,0
TKT-102474,Medium,2,0.73,0.5,0.8,0.675,3,0
TKT-102475,Low,2,0.2,0.25,0.35000000000000003,0.245,1,0
TKT-102476,Medium,2,0.52,0.25,0.2,0.375,2,0
TKT-102477,Low,2,0.2,0.25,0.2,0.215,1,0
TKT-102478,Low,2,0.73,0.85,0.35000000000000003,0.69,3,0
TKT-102479,Medium,2,0.2,0.7,0.2,0.35,2,0
TKT-102480,Low,2,0.52,0.7,0.8,0.63,3,0
TKT-102481,Low,2,0.92,0.5,0.6499999999999999,0.74,3,0
TKT-102482,Critical,2,0.2,0.25,0.35000000000000003,0.245,1,0
TKT-102483,Medium,2,0.52,0.95,0.35000000000000003,0.615,3,0
TKT-102484,Low,2,0.73,0.7,0.2,0.615,3,0
TKT-102485,High,2,0.2,0.7,0.35000000000000003,0.38,2,0
TKT-102486,Low,2,0.73,0.7,0.5,0.6749999999999999,3,0
TKT-102487,Low,2,0.54,0.85,0.2,0.5650000000000001,3,0
TKT-102488,Medium,2,0.73,0.7,0.6499999999999999,0.705,3,0
TKT-102489,Medium,2,0.52,0.85,0.6499999999999999,0.645,3,0
TKT-102490,Critical,2,0.2,0.25,0.35000000000000003,0.245,1,0
TKT-102491,Medium,2,0.73,0.95,0.6499999999999999,0.7799999999999999,4,1
TKT-102492,Medium,2,0.73,0.5,0.35000000000000003,0.585,3,0
TKT-102493,Low,2,0.2,0.25,0.2,0.215,1,0
TKT-102494,Low,2,0.54,0.85,0.5,0.625,3,0
TKT-102495,Low,2,0.52,0.25,0.5,0.43500000000000005,2,0
TKT-102496,High,2,0.73,0.25,0.5,0.54,2,0
TKT-102497,High,2,0.73,0.25,0.6499999999999999,0.57,3,0
TKT-102498,Low,2,0.54,0.95,0.2,0.595,3,0
TKT-102499,High,2,0.73,0.5,0.8,0.675,3,0
TKT-102500,Low,2,0.2,0.7,0.2,0.35,2,0
TKT-102501,High,2,0.52,0.5,0.8,0.5700000000000001,3,0
TKT-102502,Critical,2,0.92,0.25,0.2,0.5750000000000001,3,0
TKT-102503,Low,2,0.2,0.85,0.2,0.395,2,0
TKT-102504,Medium,2,0.73,0.25,0.6499999999999999,0.57,3,0
TKT-102505,Medium,2,0.52,0.25,0.8,0.49500000000000005,2,0
TKT-102506,Low,2,0.52,0.5,0.2,0.45000000000000007,2,0
TKT-102507,Low,2,0.2,0.25,0.6499999999999999,0.30499999999999994,2,0
TKT-102508,Low,2,0.73,0.95,0.5,0.7499999999999999,3,0
TKT-102509,Medium,2,0.73,0.5,0.35000000000000003,0.585,3,0
TKT-102510,Medium,2,0.52,0.7,0.2,0.51,2,0
TKT-102511,Medium,2,0.52,0.95,0.5,0.6449999999999999,3,0
TKT-102512,Low,2,0.2,0.7,0.2,0.35,2,0
TKT-102513,High,2,0.52,0.25,0.5,0.43500000000000005,2,0
TKT-102514,Medium,2,0.73,0.7,0.35000000000000003,0.645,3,0
TKT-102515,Low,2,0.2,0.95,0.2,0.42500000000000004,2,0
TKT-102516,High,2,0.2,0.5,0.35000000000000003,0.32,2,0
TKT-102517,Medium,2,0.73,0.7,0.5,0.6749999999999999,3,0
TKT-102518,Low,2,0.73,0.95,0.35000000000000003,0.72,3,0
TKT-102519,Low,2,0.2,0.7,0.8,0.47000000000000003,2,0
TKT-102520,Low,2,0.52,0.85,0.5,0.615,3,0
TKT-102521,Low,2,0.54,0.7,0.8,0.64,3,0
TKT-102522,Medium,2,0.73,0.25,0.5,0.54,2,0
TKT-102523,Medium,2,0.2,0.7,0.8,0.47000000000000003,2,0
TKT-102524,Medium,2,0.52,0.7,0.8,0.63,3,0
TKT-102525,Low,2,0.52,0.7,0.5,0.57,3,0
TKT-102526,High,2,0.2,0.25,0.5,0.275,1,0
TKT-102527,Medium,2,0.52,0.85,0.2,0.555,3,0
TKT-102528,Medium,2,0.2,0.5,0.35000000000000003,0.32,2,0
TKT-102529,Low,2,0.2,0.25,0.8,0.335,2,0
TKT-102530,Medium,2,0.54,0.85,0.2,0.5650000000000001,3,0
TKT-102531,Medium,2,0.56,0.25,0.2,0.395,2,0
TKT-102532,High,2,0.2,0.7,0.6499999999999999,0.43999999999999995,2,0
TKT-102533,Medium,2,0.2,0.25,0.8,0.335,2,0
TKT-102534,Low,2,0.2,0.5,0.8,0.41000000000000003,2,0
TKT-102535,Medium,2,0.52,0.7,0.2,0.51,2,0
TKT-102536,Low,2,0.73,0.7,0.8,0.735,3,0
TKT-102537,Medium,2,0.52,0.25,0.35000000000000003,0.405,2,0
TKT-102538,Low,2,0.76,0.25,0.8,0.615,3,0
TKT-102539,Medium,2,0.2,0.7,0.5,0.41000000000000003,2,0
TKT-102540,Low,2,0.2,0.85,0.35000000000000003,0.425,2,0
TKT-102541,Low,2,0.2,0.7,0.8,0.47000000000000003,2,0
TKT-102542,Low,2,0.54,0.7,0.35000000000000003,0.55,3,0
TKT-102543,Medium,2,0.52,0.25,0.6499999999999999,0.46499999999999997,2,0
TKT-102544,Low,2,0.2,0.25,0.35000000000000003,0.245,1,0
TKT-102545,Medium,2,0.52,0.7,0.2,0.51,2,0
TKT-102546,Low,2,0.2,0.7,0.5,0.41000000000000003,2,0
TKT-102547,Medium,2,0.54,0.7,0.35000000000000003,0.55,3,0
TKT-102548,Medium,2,0.2,0.95,0.6499999999999999,0.515,2,0
TKT-102549,Critical,2,0.2,0.5,0.2,0.29000000000000004,1,0
TKT-102550,Low,2,0.52,0.7,0.2,0.51,2,0
TKT-102551,Low,2,0.2,0.7,0.5,0.41000000000000003,2,0
TKT-102552,Critical,2,0.52,0.25,0.5,0.43500000000000005,2,0
TKT-102553,Medium,2,0.73,0.7,0.35000000000000003,0.645,3,0
TKT-102554,Critical,2,0.2,0.25,0.6499999999999999,0.30499999999999994,2,0
TKT-102555,Low,2,0.2,0.95,0.5,0.485,2,0
TKT-102556,Low,2,0.2,0.25,0.5,0.275,1,0
TKT-102557,Medium,2,0.52,0.25,0.6499999999999999,0.46499999999999997,2,0
TKT-102558,Critical,2,0.2,0.7,0.6499999999999999,0.43999999999999995,2,0
TKT-102559,Medium,2,0.52,0.7,0.6499999999999999,0.6,3,0
TKT-102560,Low,2,0.56,0.85,0.8,0.6950000000000001,3,0
TKT-102561,Low,2,0.2,0.85,0.35000000000000003,0.425,2,0
TKT-102562,Low,2,0.54,0.5,0.5,0.52,2,0
TKT-102563,Medium,2,0.73,0.25,0.2,0.48,2,0
TKT-102564,Critical,2,0.2,0.25,0.2,0.215,1,0
TKT-102565,Low,2,0.2,0.85,0.5,0.45499999999999996,2,0
TKT-102566,Low,2,0.2,0.5,0.5,0.35,2,0
TKT-102567,Low,2,0.2,0.7,0.5,0.41000000000000003,2,0
TKT-102568,High,2,0.2,0.25,0.6499999999999999,0.30499999999999994,2,0
TKT-102569,Medium,2,0.2,0.25,0.2,0.215,1,0
TKT-102570,Low,2,0.52,0.25,0.8,0.49500000000000005,2,0
TKT-102571,Low,2,0.2,0.5,0.5,0.35,2,0
TKT-102572,Medium,2,0.2,0.85,0.2,0.395,2,0
TKT-102573,Medium,2,0.52,0.5,0.5,0.51,2,0
TKT-102574,Medium,2,0.54,0.25,0.2,0.385,2,0
TKT-102575,Low,2,0.54,0.5,0.2,0.4600000000000001,2,0
TKT-102576,Critical,2,0.2,0.25,0.2,0.215,1,0
TKT-102577,Medium,2,0.2,0.5,0.8,0.41000000000000003,2,0
TKT-102578,Medium,2,0.52,0.95,0.35000000000000003,0.615,3,0
TKT-102579,Medium,2,0.73,0.95,0.35000000000000003,0.72,3,0
TKT-102580,Medium,2,0.73,0.25,0.8,0.6000000000000001,3,0
TKT-102581,Medium,2,0.73,0.7,0.35000000000000003,0.645,3,0
TKT-102582,Medium,2,0.2,0.85,0.35000000000000003,0.425,2,0
TKT-102583,Medium,2,0.2,0.95,0.8,0.545,2,0
TKT-102584,Low,2,0.2,0.25,0.2,0.215,1,0
TKT-102585,Low,2,0.2,0.7,0.35000000000000003,0.38,2,0
TKT-102586,Low,2,0.2,0.7,0.2,0.35,2,0
TKT-102587,High,2,0.52,0.7,0.35000000000000003,0.54,2,0
TKT-102588,Low,2,0.2,0.7,0.2,0.35,2,0
TKT-102589,Medium,2,0.2,0.25,0.35000000000000003,0.245,1,0
TKT-102590,Low,2,0.2,0.85,0.5,0.45499999999999996,2,0
TKT-102591,Medium,2,0.73,0.7,0.5,0.6749999999999999,3,0
TKT-102592,Medium,2,0.73,0.95,0.35000000000000003,0.72,3,0
TKT-102593,Low,2,0.54,0.95,0.8,0.715,3,0
TKT-102594,Low,2,0.2,0.85,0.6499999999999999,0.485,2,0
TKT-102595,Medium,2,0.73,0.7,0.8,0.735,3,0
TKT-102596,Medium,2,0.52,0.25,0.35000000000000003,0.405,2,0
TKT-102597,Low,2,0.2,0.7,0.2,0.35,2,0
TKT-102598,High,2,0.73,0.25,0.8,0.6000000000000001,3,0
TKT-102599,Low,2,0.2,0.5,0.35000000000000003,0.32,2,0
TKT-102600,High,2,0.52,0.5,0.5,0.51,2,0
TKT-102601,Low,2,0.52,0.5,0.5,0.51,2,0
TKT-102602,Low,2,0.2,0.25,0.6499999999999999,0.30499999999999994,2,0
TKT-102603,Low,2,0.52,0.25,0.2,0.375,2,0
TKT-102604,Medium,2,0.2,0.85,0.2,0.395,2,0
TKT-102605,Low,2,0.2,0.25,0.35000000000000003,0.245,1,0
TKT-102606,High,2,0.2,0.5,0.8,0.41000000000000003,2,0
TKT-102607,Low,2,0.73,0.85,0.5,0.72,3,0
TKT-102608,Medium,2,0.52,0.85,0.5,0.615,3,0
TKT-102609,Medium,2,0.73,0.7,0.6499999999999999,0.705,3,0
TKT-102610,Low,2,0.54,0.7,0.35000000000000003,0.55,3,0
TKT-102611,Medium,2,0.2,0.5,0.2,0.29000000000000004,1,0
TKT-102612,Medium,2,0.73,0.7,0.8,0.735,3,0
TKT-102613,Medium,2,0.73,0.85,0.8,0.78,4,1
TKT-102614,High,2,0.2,0.5,0.5,0.35,2,0
TKT-102615,Medium,2,0.2,0.5,0.5,0.35,2,0
TKT-102616,Medium,2,0.52,0.85,0.2,0.555,3,0
TKT-102617,Low,2,0.52,0.7,0.2,0.51,2,0
TKT-102618,Medium,2,0.73,0.5,0.8,0.675,3,0
TKT-102619,Medium,2,0.2,0.7,0.8,0.47000000000000003,2,0
TKT-102620,Medium,2,0.52,0.25,0.8,0.49500000000000005,2,0
TKT-102621,Low,2,0.52,0.5,0.35000000000000003,0.48000000000000004,2,0
TKT-102622,Low,2,0.52,0.85,0.5,0.615,3,0
TKT-102623,High,2,0.52,0.25,0.35000000000000003,0.405,2,0
TKT-102624,High,2,0.2,0.5,0.8,0.41000000000000003,2,0
TKT-102625,Low,2,0.2,0.85,0.8,0.515,2,0
TKT-102626,High,2,0.52,0.25,0.5,0.43500000000000005,2,0
TKT-102627,Critical,2,0.2,0.25,0.35000000000000003,0.245,1,0
TKT-102628,High,2,0.73,0.7,0.6499999999999999,0.705,3,0
TKT-102629,Low,2,0.2,0.85,0.35000000000000003,0.425,2,0
TKT-102630,High,2,0.2,0.85,0.5,0.45499999999999996,2,0
TKT-102631,Medium,2,0.52,0.5,0.5,0.51,2,0
TKT-102632,Medium,2,0.2,0.5,0.8,0.41000000000000003,2,0
TKT-102633,Low,2,0.73,0.25,0.8,0.6000000000000001,3,0
TKT-102634,High,2,0.73,0.5,0.5,0.615,3,0
TKT-102635,Medium,2,0.52,0.5,0.2,0.45000000000000007,2,0
TKT-102636,Medium,2,0.52,0.85,0.2,0.555,3,0
TKT-102637,Medium,2,0.2,0.5,0.2,0.29000000000000004,1,0
TKT-102638,Medium,2,0.52,0.5,0.2,0.45000000000000007,2,0
TKT-102639,High,2,0.52,0.25,0.5,0.43500000000000005,2,0
TKT-102640,High,2,0.2,0.5,0.2,0.29000000000000004,1,0
TKT-102641,Low,2,0.73,0.95,0.2,0.69,3,0
TKT-102642,High,2,0.2,0.25,0.6499999999999999,0.30499999999999994,2,0
TKT-102643,Critical,2,0.73,0.25,0.6499999999999999,0.57,3,0
TKT-102644,Medium,2,0.2,0.5,0.6499999999999999,0.38,2,0
TKT-102645,Medium,2,0.73,0.5,0.2,0.555,3,0
TKT-102646,Medium,2,0.2,0.85,0.2,0.395,2,0
TKT-102647,Medium,2,0.2,0.5,0.8,0.41000000000000003,2,0
TKT-102648,High,2,0.2,0.25,0.2,0.215,1,0
TKT-102649,Medium,2,0.73,0.7,0.6499999999999999,0.705,3,0
TKT-102650,Medium,2,0.2,0.95,0.5,0.485,2,0
TKT-102651,Medium,2,0.2,0.85,0.8,0.515,2,0
TKT-102652,Medium,2,0.54,0.85,0.2,0.5650000000000001,3,0
TKT-102653,Low,2,0.2,0.85,0.8,0.515,2,0
TKT-102654,Medium,2,0.73,0.85,0.35000000000000003,0.69,3,0
TKT-102655,Low,2,0.52,0.85,0.8,0.675,3,0
TKT-102656,High,2,0.73,0.7,0.2,0.615,3,0
TKT-102657,Medium,2,0.2,0.25,0.2,0.215,1,0
TKT-102658,Low,2,0.52,0.7,0.5,0.57,3,0
TKT-102659,High,2,0.73,0.7,0.35000000000000003,0.645,3,0
TKT-102660,Low,2,0.2,0.85,0.2,0.395,2,0
TKT-102661,Medium,2,0.2,0.85,0.8,0.515,2,0
TKT-102662,Critical,2,0.2,0.5,0.35000000000000003,0.32,2,0
TKT-102663,Low,2,0.2,0.25,0.5,0.275,1,0
TKT-102664,Critical,2,0.2,0.25,0.35000000000000003,0.245,1,0
TKT-102665,Low,2,0.52,0.95,0.5,0.6449999999999999,3,0
TKT-102666,Medium,2,0.2,0.95,0.6499999999999999,0.515,2,0
TKT-102667,Medium,2,0.52,0.25,0.2,0.375,2,0
TKT-102668,Medium,2,0.2,0.85,0.2,0.395,2,0
TKT-102669,Medium,2,0.2,0.5,0.6499999999999999,0.38,2,0
TKT-102670,Low,2,0.2,0.25,0.6499999999999999,0.30499999999999994,2,0
TKT-102671,Medium,2,0.52,0.5,0.6499999999999999,0.54,2,0
TKT-102672,High,2,0.2,0.5,0.8,0.41000000000000003,2,0
TKT-102673,High,2,0.52,0.25,0.35000000000000003,0.405,2,0
TKT-102674,Low,2,0.2,0.5,0.35000000000000003,0.32,2,0
TKT-102675,Low,2,0.2,0.25,0.8,0.335,2,0
TKT-102676,Medium,2,0.73,0.5,0.35000000000000003,0.585,3,0
TKT-102677,Medium,2,0.2,0.25,0.8,0.335,2,0
TKT-102678,Medium,2,0.52,0.95,0.2,0.585,3,0
TKT-102679,Low,2,0.2,0.95,0.5,0.485,2,0
TKT-102680,Medium,2,0.52,0.5,0.5,0.51,2,0
TKT-102681,Low,2,0.2,0.25,0.6499999999999999,0.30499999999999994,2,0
TKT-102682,Low,2,0.73,0.95,0.5,0.7499999999999999,3,0
TKT-102683,Medium,2,0.2,0.7,0.2,0.35,2,0
TKT-102684,Medium,2,0.2,0.25,0.8,0.335,2,0
TKT-102685,Low,2,0.2,0.5,0.35000000000000003,0.32,2,0
TKT-102686,Low,2,0.54,0.25,0.6499999999999999,0.475,2,0
TKT-102687,Low,2,0.52,0.25,0.2,0.375,2,0
TKT-102688,Medium,2,0.2,0.5,0.2,0.29000000000000004,1,0
TKT-102689,Low,2,0.52,0.7,0.5,0.57,3,0
TKT-102690,Low,2,0.52,0.95,0.8,0.705,3,0
TKT-102691,Low,2,0.52,0.7,0.8,0.63,3,0
TKT-102692,Low,2,0.2,0.7,0.2,0.35,2,0
TKT-102693,Medium,2,0.52,0.25,0.6499999999999999,0.46499999999999997,2,0
TKT-102694,Medium,2,0.2,0.7,0.6499999999999999,0.43999999999999995,2,0
TKT-102695,Medium,2,0.73,0.95,0.35000000000000003,0.72,3,0
TKT-102696,Low,2,0.2,0.5,0.6499999999999999,0.38,2,0
TKT-102697,Low,2,0.2,0.7,0.2,0.35,2,0
TKT-102698,Medium,2,0.73,0.7,0.35000000000000003,0.645,3,0
TKT-102699,Medium,2,0.54,0.95,0.5,0.6549999999999999,3,0
TKT-102700,Medium,2,0.52,0.7,0.6499999999999999,0.6,3,0
TKT-102701,Low,2,0.2,0.7,0.6499999999999999,0.43999999999999995,2,0
TKT-102702,Medium,2,0.76,0.7,0.2,0.63,3,0
TKT-102703,Low,2,0.92,0.5,0.2,0.65,3,0
TKT-102704,Medium,2,0.32,0.7,0.35000000000000003,0.44,2,0
TKT-102705,Low,2,0.52,0.25,0.5,0.43500000000000005,2,0
TKT-102706,Critical,2,0.2,0.25,0.5,0.275,1,0
TKT-102707,Medium,2,0.73,0.7,0.35000000000000003,0.645,3,0
TKT-102708,Low,2,0.2,0.85,0.5,0.45499999999999996,2,0
TKT-102709,Low,2,0.54,0.85,0.35000000000000003,0.595,3,0
TKT-102710,Low,2,0.73,0.5,0.5,0.615,3,0
TKT-102711,Medium,2,0.92,0.25,0.5,0.635,3,0
TKT-102712,Medium,2,0.2,0.25,0.8,0.335,2,0
TKT-102713,Medium,2,0.2,0.95,0.5,0.485,2,0
TKT-102714,High,2,0.2,0.25,0.5,0.275,1,0
TKT-102715,Low,2,0.2,0.25,0.2,0.215,1,0
TKT-102716,High,2,0.54,0.5,0.5,0.52,2,0
TKT-102717,Medium,2,0.73,0.5,0.5,0.615,3,0
TKT-102718,High,2,0.52,0.25,0.5,0.43500000000000005,2,0
TKT-102719,Medium,2,0.54,0.7,0.6499999999999999,0.61,3,0
TKT-102720,Medium,2,0.2,0.95,0.6499999999999999,0.515,2,0
TKT-102721,Low,2,0.2,0.95,0.6499999999999999,0.515,2,0
TKT-102722,Low,2,0.2,0.7,0.6499999999999999,0.43999999999999995,2,0
TKT-102723,Critical,2,0.2,0.25,0.6499999999999999,0.30499999999999994,2,0
TKT-102724,High,2,0.2,0.7,0.8,0.47000000000000003,2,0
TKT-102725,High,2,0.54,0.7,0.5,0.58,3,0
TKT-102726,Low,2,0.73,0.5,0.6499999999999999,0.645,3,0
TKT-102727,Medium,2,0.73,0.7,0.5,0.6749999999999999,3,0
TKT-102728,Medium,2,0.2,0.7,0.5,0.41000000000000003,2,0
TKT-102729,Low,2,0.73,0.5,0.2,0.555,3,0
TKT-102730,Low,2,0.2,0.7,0.6499999999999999,0.43999999999999995,2,0
TKT-102731,Medium,2,0.52,0.5,0.6499999999999999,0.54,2,0
TKT-102732,Low,2,0.73,0.5,0.8,0.675,3,0
TKT-102733,Critical,2,0.2,0.5,0.8,0.41000000000000003,2,0
TKT-102734,Medium,2,0.2,0.7,0.5,0.41000000000000003,2,0
TKT-102735,Low,2,0.2,0.95,0.6499999999999999,0.515,2,0
TKT-102736,Critical,2,0.2,0.5,0.5,0.35,2,0
TKT-102737,Low,2,0.52,0.7,0.2,0.51,2,0
TKT-102738,Medium,2,0.52,0.85,0.6499999999999999,0.645,3,0
TKT-102739,High,2,0.2,0.25,0.5,0.275,1,0
TKT-102740,Medium,2,0.73,0.85,0.2,0.66,3,0
TKT-102741,Medium,2,0.2,0.5,0.35000000000000003,0.32,2,0
TKT-102742,Critical,2,0.2,0.25,0.5,0.275,1,0
TKT-102743,Medium,2,0.52,0.5,0.5,0.51,2,0
TKT-102744,Medium,2,0.54,0.95,0.8,0.715,3,0
TKT-102745,Medium,2,0.73,0.85,0.35000000000000003,0.69,3,0
TKT-102746,High,2,0.2,0.7,0.2,0.35,2,0
TKT-102747,Medium,2,0.52,0.95,0.35000000000000003,0.615,3,0
TKT-102748,Medium,2,0.52,0.5,0.8,0.5700000000000001,3,0
TKT-102749,Critical,2,0.2,0.5,0.35000000000000003,0.32,2,0
TKT-102750,High,2,0.2,0.25,0.5,0.275,1,0
TKT-102751,High,2,0.73,0.7,0.35000000000000003,0.645,3,0
TKT-102752,Medium,2,0.52,0.7,0.6499999999999999,0.6,3,0
TKT-102753,Low,2,0.52,0.7,0.35000000000000003,0.54,2,0
TKT-102754,Low,2,0.73,0.7,0.5,0.6749999999999999,3,0
TKT-102755,Medium,2,0.92,0.85,0.8,0.8750000000000001,4,1
TKT-102756,Low,2,0.2,0.95,0.5,0.485,2,0
TKT-102757,Medium,2,0.52,0.7,0.8,0.63,3,0
TKT-102758,Low,2,0.2,0.85,0.5,0.45499999999999996,2,0
TKT-102759,Low,2,0.2,0.85,0.8,0.515,2,0
TKT-102760,Low,2,0.73,0.95,0.2,0.69,3,0
TKT-102761,Low,2,0.2,0.25,0.6499999999999999,0.30499999999999994,2,0
TKT-102762,High,2,0.52,0.7,0.6499999999999999,0.6,3,0
TKT-102763,High,2,0.2,0.25,0.6499999999999999,0.30499999999999994,2,0
TKT-102764,Low,2,0.2,0.85,0.6499999999999999,0.485,2,0
TKT-102765,High,2,0.2,0.5,0.2,0.29000000000000004,1,0
TKT-102766,Low,2,0.54,0.85,0.2,0.5650000000000001,3,0
TKT-102767,High,2,0.52,0.5,0.8,0.5700000000000001,3,0
TKT-102768,High,2,0.73,0.25,0.8,0.6000000000000001,3,0
TKT-102769,Low,2,0.2,0.7,0.8,0.47000000000000003,2,0
TKT-102770,Low,2,0.52,0.95,0.5,0.6449999999999999,3,0
TKT-102771,Medium,2,0.73,0.25,0.6499999999999999,0.57,3,0
TKT-102772,Critical,2,0.73,0.25,0.5,0.54,2,0
TKT-102773,Medium,2,0.92,0.5,0.6499999999999999,0.74,3,0
TKT-102774,Medium,2,0.92,0.7,0.2,0.7100000000000001,3,0
TKT-102775,Medium,2,0.52,0.5,0.2,0.45000000000000007,2,0
TKT-102776,Medium,2,0.73,0.25,0.8,0.6000000000000001,3,0
TKT-102777,Medium,2,0.2,0.85,0.6499999999999999,0.485,2,0
TKT-102778,Medium,2,0.52,0.5,0.35000000000000003,0.48000000000000004,2,0
TKT-102779,Medium,2,0.2,0.7,0.6499999999999999,0.43999999999999995,2,0
TKT-102780,High,2,0.73,0.25,0.8,0.6000000000000001,3,0
TKT-102781,Critical,2,0.73,0.5,0.2,0.555,3,0
TKT-102782,Critical,2,0.2,0.25,0.2,0.215,1,0
TKT-102783,Low,2,0.2,0.25,0.6499999999999999,0.30499999999999994,2,0
TKT-102784,High,2,0.73,0.5,0.5,0.615,3,0
TKT-102785,Medium,2,0.52,0.25,0.5,0.43500000000000005,2,0
TKT-102786,Low,2,0.52,0.7,0.35000000000000003,0.54,2,0
TKT-102787,High,2,0.2,0.25,0.6499999999999999,0.30499999999999994,2,0
TKT-102788,Critical,2,0.2,0.25,0.5,0.275,1,0
TKT-102789,Low,2,0.54,0.85,0.35000000000000003,0.595,3,0
TKT-102790,Low,2,0.52,0.85,0.8,0.675,3,0
TKT-102791,Medium,2,0.73,0.85,0.35000000000000003,0.69,3,0
TKT-102792,High,2,0.2,0.25,0.2,0.215,1,0
TKT-102793,Medium,2,0.2,0.95,0.8,0.545,2,0
TKT-102794,High,2,0.52,0.25,0.6499999999999999,0.46499999999999997,2,0
TKT-102795,Critical,2,0.2,0.25,0.6499999999999999,0.30499999999999994,2,0
TKT-102796,Medium,2,0.2,0.7,0.2,0.35,2,0
TKT-102797,Critical,2,0.73,0.25,0.2,0.48,2,0
TKT-102798,Low,2,0.2,0.95,0.6499999999999999,0.515,2,0
TKT-102799,Medium,2,0.52,0.5,0.2,0.45000000000000007,2,0
TKT-102800,Medium,2,0.2,0.7,0.6499999999999999,0.43999999999999995,2,0
TKT-102801,Low,2,0.73,0.95,0.5,0.7499999999999999,3,0
TKT-102802,High,2,0.2,0.5,0.6499999999999999,0.38,2,0
TKT-102803,Low,2,0.52,0.85,0.35000000000000003,0.585,3,0
TKT-102804,Medium,2,0.52,0.5,0.5,0.51,2,0
TKT-102805,Low,2,0.52,0.5,0.2,0.45000000000000007,2,0
